date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:55:01	616/616	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22609f462e-547%22	https://sp21.datastructur.es/robots.txt		(from )
08:55:07	122318/122318	---M-Z	200	added ('OK')	text/html	etag:W/%22609f462e-1ddce%22	https://sp21.datastructur.es/	C:/My%20Websites/cs61b_sp21/sp21.datastructur.es/index.html	(from )
08:55:13	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22609f462e-547%22	https://sp21.datastructur.es/assets/images/josh4.png	C:/My%20Websites/cs61b_sp21/sp21.datastructur.es/assets/images/josh4.png	(from https://sp21.datastructur.es/)
08:55:13	4462/4462	---M-Z	200	added ('OK')	text/css	etag:W/%22609f4627-116e%22	https://sp21.datastructur.es/assets/css/common.css	C:/My%20Websites/cs61b_sp21/sp21.datastructur.es/assets/css/common.css	(from https://sp21.datastructur.es/)
08:55:36	4191/4191	---M-Z	200	added ('OK')	text/css	etag:W/%22609f4627-105f%22	https://sp21.datastructur.es/assets/css/sunburst.css	C:/My%20Websites/cs61b_sp21/sp21.datastructur.es/assets/css/sunburst.css	(from https://sp21.datastructur.es/)
08:55:38	129799/129799	---M-Z	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%22609f4627-1fb07%22	https://sp21.datastructur.es/assets/img/favicon.ico	C:/My%20Websites/cs61b_sp21/sp21.datastructur.es/assets/img/favicon.ico	(from https://sp21.datastructur.es/)
08:55:38	284/284	---M-Z	200	added ('OK')	application/javascript	etag:W/%22609f4627-11c%22	https://sp21.datastructur.es/assets/js/script.js	C:/My%20Websites/cs61b_sp21/sp21.datastructur.es/assets/js/script.js	(from https://sp21.datastructur.es/)
08:55:39	86351/86351	---M-Z	200	added ('OK')	application/javascript	etag:W/%22609f4627-1514f%22	https://sp21.datastructur.es/assets/js/jquery.min.js	C:/My%20Websites/cs61b_sp21/sp21.datastructur.es/assets/js/jquery.min.js	(from https://sp21.datastructur.es/)
08:55:41	2939/2939	---M-Z	200	added ('OK')	application/javascript	etag:W/%22609f4627-b7b%22	https://sp21.datastructur.es/assets/js/cheet.min.js	C:/My%20Websites/cs61b_sp21/sp21.datastructur.es/assets/js/cheet.min.js	(from https://sp21.datastructur.es/)
08:55:42	1477/1477	---M-Z	200	added ('OK')	text/css	etag:W/%22609f4627-5c5%22	https://sp21.datastructur.es/assets/css/index.css	C:/My%20Websites/cs61b_sp21/sp21.datastructur.es/assets/css/index.css	(from https://sp21.datastructur.es/)
08:55:42	15186/15186	---M-Z	200	added ('OK')	text/css	etag:W/%22609f4627-3b52%22	https://sp21.datastructur.es/assets/css/fullcalendar.min.css	C:/My%20Websites/cs61b_sp21/sp21.datastructur.es/assets/css/fullcalendar.min.css	(from https://sp21.datastructur.es/)
08:55:43	530/530	---M-Z	200	added ('OK')	text/css	etag:W/%22609f4627-212%22	https://sp21.datastructur.es/assets/css/calendar.css	C:/My%20Websites/cs61b_sp21/sp21.datastructur.es/assets/css/calendar.css	(from https://sp21.datastructur.es/)
08:55:45	118/118	---MC-	302	error ('Found')	text/html	date:Tue,%2002%20Apr%202024%2000:55:44%20GMT	https://unpkg.com/tippy.js@3/dist/themes/light.css	C:/My%20Websites/cs61b_sp21/unpkg.com/tippy.js@3/dist/themes/light.b.delayed	(from https://sp21.datastructur.es/)
08:55:45	1053/1053	---MCZ	200	added ('OK')	text/css	etag:%2241d-TJB2lkpKr8/GhCRxKOZuOCrdZsk%22	https://unpkg.com/tippy.js@3.4.1/dist/themes/light.css	C:/My%20Websites/cs61b_sp21/unpkg.com/tippy.js@3.4.1/dist/themes/light.css	(from https://sp21.datastructur.es/)
08:55:49	58686/58686	---M-Z	200	added ('OK')	application/javascript	etag:W/%22609f4627-e53e%22	https://sp21.datastructur.es/assets/js/moment.min.js	C:/My%20Websites/cs61b_sp21/sp21.datastructur.es/assets/js/moment.min.js	(from https://sp21.datastructur.es/)
08:56:02	59/59	---MC-	302	error ('Found')	text/plain	date:Tue,%2002%20Apr%202024%2000:56:01%20GMT	https://unpkg.com/tippy.js@3/dist/tippy.all.min.js	C:/My%20Websites/cs61b_sp21/unpkg.com/tippy.js@3/dist/tippy.all.min.f.delayed	(from https://sp21.datastructur.es/)
08:56:03	31000/31000	---M-Z	200	added ('OK')	text/css	etag:W/%22609f4627-7918%22	https://sp21.datastructur.es/assets/css/font-awesome.min.css	C:/My%20Websites/cs61b_sp21/sp21.datastructur.es/assets/css/font-awesome.min.css	(from https://sp21.datastructur.es/)
08:56:04	53058/53058	---MCZ	200	added ('OK')	application/javascript	etag:%22cf42-reLX7TD6/ZuloRX+TtfcxvmN+5I%22	https://unpkg.com/tippy.js@3.4.1/dist/tippy.all.min.js	C:/My%20Websites/cs61b_sp21/unpkg.com/tippy.js@3.4.1/dist/tippy.all.min.js	(from https://sp21.datastructur.es/)
08:56:18	124839/124839	---M-Z	200	added ('OK')	application/javascript	etag:W/%22609f4627-1e7a7%22	https://sp21.datastructur.es/assets/js/fullcalendar.min.js	C:/My%20Websites/cs61b_sp21/sp21.datastructur.es/assets/js/fullcalendar.min.js	(from https://sp21.datastructur.es/)
